id,url,city_slug,title,city,date,content,original_text_raw,original_text_spaced,translation_ru,translation_en_1,translation_en_2,unique_id
1102,https://gramoty.ru/birchbark/document/show/novgorod/1102/,novgorod,Грамота №1102,Новгород,1340‒1360 (с вероятным смещением вперёд),"От Лукерьи к матери (об устройстве поминок и других делах, связанных со смертью родственника)",поклоноѿлукериикимактиколи[в]каѡста виѧрубилисвоивозмиапотинупришли кланисѧпропотиноусваритиацеремиѧ придисамасимослютибижа любосесру пришлиохои,поклоно ѿ лукерии ки макти коли[в]ка ѡста‐ ви ѧ рубили свои возми а потину пришли кланисѧ про потиноу сварити а це ремиѧ приди сама симо слю ти бижа любо сесру пришли {о}хои,"‘Поклон от Лукерьи к матери. Кутьецы (кутейки) оставь. А рубль свой возьми, а полтину пришли. Проси про полтину, свари там. А что до одежды — приходи (или: приезжай) сама сюда. Шлю к тебе на бегу. Или с сестрой пришли’",,,novgorod_1102
1103,https://gramoty.ru/birchbark/document/show/novgorod/1103/,novgorod,Грамота №1103,Новгород,1160‒1180 (с вероятным смещением назад или вперёд),Фрагмент письма,…мъмистакоудобриноу … …д[ьни]коузадѣ,…мъ мистакоу добриноу … …д[ьни]коу задѣ,‛я дал (?) Местаку хорошую пашню’.,,,novgorod_1103
1104,https://gramoty.ru/birchbark/document/show/novgorod/1104/,novgorod,Грамота №1104,Новгород,1160‒1180 (с вероятным смещением назад или вперёд),Фрагмент письма,о+ѿ…,о + ѿ …,,,,novgorod_1104
1105,https://gramoty.ru/birchbark/document/show/novgorod/1105/,novgorod,Грамота №1105,Новгород,1160‒1180 (с вероятным смещением назад или вперёд),От Суботки к Гюре (требование вернуть проданного в холопы сына),сеѿсоуботъкѣкъгюрѣсеесипрода(ле) дѣтѧмоеанꙑнѣведис[ѣ]моналѣз[ъ] неналѣзешилиниприведешикъмънѣ аѧзъхоцоукъкнѧзоунатѧ,се ѿ соуботъкѣ къ гюрѣ се еси прода(ле) дѣтѧ мое а нꙑнѣ веди с[ѣ]мо налѣз[ъ] не налѣзеши ли ни приведеши къ мънѣ а ѧзъ хоцоу къ кнѧзоу на тѧ,"‛Это [грамота] от Суботки к Гюре. Вот ты продал мое дитя. А теперь веди его сюда, найдя. Если не найдешь и не приведешь ко мне, то я обращусь к князю с жалобой на тебя’.",,,novgorod_1105
1106,https://gramoty.ru/birchbark/document/show/novgorod/1106/,novgorod,Грамота №1106,Новгород,1160‒1180 (с вероятным смещением назад или вперёд),Фрагмент письма с упоминанием поездки в Смоленск и Луки «биричевича»,…[ипѧтигривь]но[п]о[пѫ]--[к]--[а]… (…)шьапромъслиаѧзътишьльсмольньскѫ:аѫло …(ко)[ж]ѫхѣнагородищиаѫлѫкѣѫбирицьвичѧвъзь (ми…),…[и пѧти гривь]но [п]о[пѫ] --[к]--[а]… (…)шь а промъсли а ѧзъ ти шьль смольньскѫ : а ѫ ло‐ … (ко)[ж]ѫхѣ на городищи а ѫ лѫкѣ ѫ бирицьвичѧ възь‐ (ми …),"‛... пяти гривен попу ... ..., а позаботься [об этом]. А я отправился в Смоленск. А у Ло... [возьми] шубы на Городище. А у Луки Биричевича возьми...’",,,novgorod_1106
1107,https://gramoty.ru/birchbark/document/show/novgorod/1107/,novgorod,Грамота №1107,Новгород,1360‒1380,Фрагмент с упоминанием покоса,... ѥгогдѣб[уд]... --непокощено:ѻди[н-]...,... ѥго гдѣ б[уд]... --не покощено : ѻди[н-]...,,,,novgorod_1107
1108,https://gramoty.ru/birchbark/document/show/novgorod/1108/,novgorod,Грамота №1108,Новгород,1160‒1180 (с вероятным смещением вперёд),Фрагмент письма Якима с упоминанием Бориса и Фомы Стоянича,…[грив]ноасамомуотворѧ[х]уо[в]оньдьл[уо]… …(во) [зидьв]онь[дьл]уоти+коньмуоедуоауоборисати:ѕ҃:[с]титоигривьноньлап[ь]в[озѧти]аиз… …[тио]нь[мо]авосол[и]та оборот: …(п)[рисл]а[в]о[тиизг]ородастоѧничьфома …[бьрьг]уо[ах]арѧнамолодогьсокрильполочьтвьртьнадьсѧтькуонь,… [грив]но а самомуо творѧ[х]уо [в]о ньдьл[уо] … … (во)‐ [зидь в]о нь[дьл]уо ти + ко ньмуо едуо а уо бориса ти :ѕ҃:[с]ти тои гривьно нь лап[ь] в[озѧти] а из… …[ти о] нь[мо] а восол[и]та оборот: … (п)[рисл]а[в]о [ти из г]орода стоѧничь фома … [бьрьг]уо [а х]арѧ на молодогь сокриль поло чьтвьрть на дьсѧть куонь,"‛… (шести) гривен. А сам, как говорили, должен … (Если не) приплывет в воскресенье, поеду к нему. А у Бориса эти шесть гривен получить непросто. … о нем, то пришлите (мне весть). {Оборот:} … из города Фома Стоянич, … они пренебрегают. А Харя из денег за солод скрыл тринадцать с половиной кун’.",,,novgorod_1108
1109,https://gramoty.ru/birchbark/document/show/novgorod/1109/,novgorod,Грамота №1109,Новгород,1340‒1360 (с вероятным смещением вперёд),Реестр натурального сбора,…(де) жѧурадошкапѧтьдежерожи·житадежѧꙩвсадежѧпшеницизобни ца·упѧнтелеѧ·пѧтьдежерожи·ꙩвсаполотретиӏдежижита·в·дежи·ӏзо бницасеменизобница·пшеници·зобницауꙩфоносарожидежѧꙩвса·лоне скоготридежи·ужихна·полошестꙑдежирожи·ꙩвсапѧ·ть·горох[у] тризобници·пшеници·полодежи Оборот: ууꙩхна·полоутори·дижи·рожи· узубкапѧтедежеꙩвса·житапѧзобниче,… (де)‐ жѧ у радошка пѧть деже рожи · жита дежѧ ꙩвса дежѧ пшеници зобни‐ ца · у пѧнтелеѧ · пѧть деже рожи · ꙩвса полотретиӏ дежи жита ·в· дежи · ӏ зо‐ бница семени зобница· пшеници · зобница у ꙩфоноса рожи дежѧ ꙩвса · лоне‐ ского три дежи · у жихна · поло шестꙑ дежи рожи · ꙩвса пѧ·ть· горох[у] три зобници · пшеници · поло дежи Оборот: {у} у ꙩхна · полоутори · дижи · рожи · у зубка пѧте деже ꙩвса · жита пѧ зобниче,"‛У Радошка пять кадей ржи, кадь ячменя, кадь овса, зобница пшеницы. У Пянтелея пять кадей ржи, две с половиной кади овса, ячменя две кади и зобница, зобница семян, зобница пшеницы. У Офоноса кадь ржи, три кади прошлогоднего овса. У Жихна пять с половиной кадей ржи, пять [кадей] овса, три зобницы гороха, полкади пшеницы. {Оборот:} У Охна полторы кади ржи. У Зубка пять кадей овса, пять зобниц ячменя’.",,,novgorod_1109
1110,https://gramoty.ru/birchbark/document/show/novgorod/1110/,novgorod,Грамота №1110,Новгород,1160‒1180 (с вероятным смещением назад или вперёд),От Рощены к Якиму (распоряжение купить шубу и воротники из паволоки),отърощенѣкъѧкимоу:крьнькожоу хъгривьною:ицетꙑриожьрелиѧпа волоцитавъдаиваноунѣгодорожи цоуа:коунѣтивълодиебоудѫть,отъ рощенѣ къ ѧкимоу: крьнь кожоу‐ хъ гривьною : и цетꙑри ожьрелиѧ па‐ волоцита въда иваноу нѣгодорожи‐ цоу а : коунѣ ти въ лодие боудѫть,‛От Рощёны к Якиму. Купи шубу за гривну и четыре воротника из паволоки. Дай [это] Ивану Негодорожичу. А деньги получишь с ладьей’.,,,novgorod_1110
1111,https://gramoty.ru/birchbark/document/show/novgorod/1111/,novgorod,Грамота №1111,Новгород,1160‒1180 (с вероятным смещением назад или вперёд),Надпись на стенке туеса,пли,пли,,,,novgorod_1111
1112,https://gramoty.ru/birchbark/document/show/novgorod/1112/,novgorod,Грамота №1112,Новгород,1140‒1160,Фрагмент письма о взыскании долгов,… все… сѧктопьриасъць[тъо]… вътретьдомене:оудомаслав-ѧ:…,… все… сѧ кто пьри а съць[тъ о]… въ треть до мене : оу домаслав-ѧ : …,"‛если кто-то запирается, то, сосчитав, оставь за ним долг в треть до моего приезда’.",,,novgorod_1112
1113,https://gramoty.ru/birchbark/document/show/novgorod/1113/,novgorod,Грамота №1113,Новгород,1180‒1200,От Ивана и Мирославы к Ивану и неизвестному адресату (просьба передать падчерице требование прислать холст),[ѿи]ванкаиѿмирослав[ѣ]къиванкоуикъ---ѣпокланѧние створитадобро:моѧпадцерица:нарадѧтинѣоулице амълвита:посливороже:цужухълъстиноу:мнѣнꙑ нѣ:платити:и:҃ӏ:коунъ:атъщѣ:роукѣ:аонотиесивꙑ лгалаоуиванкагривноу:анато:любосизолотни къ:прислиполѣпѣ:цемоутобѣтакодѣѧтинео слоушаижесѧ:посливъбързѣ,[ѿ и]ванка и ѿ мирослав[ѣ] къ иванкоу и къ ---ѣ покланѧние створита добро : моѧ падцерица : на радѧтинѣ оулице а мълвита : посли вороже : цужу хълъстиноу : мнѣ нꙑ‐ нѣ : платити :и:҃ӏ: коунъ : а тъщѣ : роукѣ : а оно ти еси вꙑ‐ лгала оу иванка гривноу : а на то : любо си золотни‐ къ : присли полѣпѣ : цемоу тобѣ тако дѣѧти не о‐ слоушаи же сѧ : посли въ бързѣ,"‛Поклон от Иванка и от Мирославы Иванку и … . Сделайте милость, моя падчерица [находится] на Радятине улице, скажите [ей]: «Пошли, вражина, чужой холст: мне нужно сейчас заплатить 18 кун, а я с пустыми руками. А что ты обманом выпросила у Иванка гривну — так пришли с того хоть золотник Полепе. Зачем тебе так поступать? Не ослушайся, пошли же скорее».",,,novgorod_1113
1114,https://gramoty.ru/birchbark/document/show/novgorod/1114/,novgorod,Грамота №1114,Новгород,1120‒1140,Хозяйственные распоряжения,… …(·)[з](·)на·ӏ·[стьл]оу[к]ън(ъ) жицемънасоукънѣхъ ажеребъканепродаите,… … (·)[з](·) на ·ӏ·[сть л]оу[к]ън(ъ) жицемъ на соукънѣхъ а жеребъка не продаите,"‛... (заплатите) ячменьком 17 лукон за сукна, а жеребчика не продавайте’.",,,novgorod_1114
1115,https://gramoty.ru/birchbark/document/show/novgorod/1115/,novgorod,Грамота №1115,Новгород,1120‒1140 (с вероятным смещением вперёд),Записка при посылке,сьдославеприсълале,сьдославе присълале,‛Сдослав прислал’,,,novgorod_1115
1116,https://gramoty.ru/birchbark/document/show/novgorod/1116/,novgorod,Грамота №1116,Новгород,1120‒1140 (с вероятным смещением вперёд),Указния о продаже товаров (в том числе тюленьих шкур),… …къновидоупродажетотив(ъ)… …недаижескотаникомоу[ж](е)… …жетотивъвъръвонѣ--…,… …къновидоу продаже то ти в(ъ) … … не даи же скота никомоу[ж](е) … …же то ти въ въръвонѣ--…,‛От Х-а к Y-у. Сукно продай Сновиду — там сукна на (такую-то сумму). Денег никому не отдавай. А тюленьи кожи продай Z-у — там тюленьих кож на (такую-то сумму)’,,,novgorod_1116
1117,https://gramoty.ru/birchbark/document/show/novgorod/1117/,novgorod,Грамота №1117,Новгород,1280‒1300 (с вероятным смещением вперёд),Список имен,демен[тѣ]· иꙗковои леꙗ·захаре ꙗтуфтѣи балинꙑ,демен[тѣ]·‐ и ꙗково и‐ леꙗ · захаре‐ ꙗ туфтѣи балинꙑ,"‛Дементий, Яков, Илья, Захарья и Туфтей Балины’.",,,novgorod_1117
1118,https://gramoty.ru/birchbark/document/show/novgorod/1118/,novgorod,Грамота №1118,Новгород,1280‒1300 (с вероятным смещением вперёд),Запись сборщика податей,(…) на(…) тьвзѧлѣслазоремъдругъполъсемѣбѣлѣоуботковасꙑна:з: бѣлъоуволексиполъсемѣбѣлѣоувобакши:ѕ:бѣлъ оудороѳѣѧгривнаоунездилѣнадву:г:ӏ: … малый фрагмент …[г]омъшест[ь]бѣлъ…,(…) на (…)‐ ть взѧлѣ с лазоремъ другъ полъ семѣ бѣлѣ оу боткова сꙑна :з: бѣлъ оув олекси полъ семѣ бѣлѣ оув обакши :ѕ: бѣлъ оу дороѳѣѧ гривна оу нездилѣ на дву :г:ӏ: … малый фрагмент …[г]омъ шест[ь] бѣлъ …,"‛... (у такого-то подать) взяли [мы] вдвоем c Лазарем, шесть с половиной белок, у Боткова сына семь белок, у Олексы шесть с половиной белок, у Обакши шесть белок, у Дорофея [взята] гривна, у Нездилы за двоих тринадцать [белок]’.",,,novgorod_1118
1119,https://gramoty.ru/birchbark/document/show/novgorod/1119/,novgorod,Грамота №1119,Новгород,1120‒1140,Отдельные буквы,ѧц[м] чѳ,ѧ ц [м] ч ѳ,,,,novgorod_1119
1120,https://gramoty.ru/birchbark/document/show/novgorod/1120/,novgorod,Грамота №1120,Новгород,1120‒1140 (с вероятным смещением назад или вперёд),"От …на к Илье (просьба не посылать отрока, торговые дела)",…[н]акъилинесълиотроӏкашъле… …лонитоваръ[ц]а[възло]житина[мѧ]… …,… [н]а къ или не съли отро{ӏ}ка шъле … … лони товаръ[ц]а [възло]жити на [мѧ] … …,‛От …на к Илье. Не посылай отрока: (я?) пошел … … погрузить товарец на …’,,,novgorod_1120
1121,https://gramoty.ru/birchbark/document/show/novgorod/1121/,novgorod,Грамота №1121,Новгород,1120‒1140 (с вероятным смещением назад),Протокол судебного заседания,… …[:иѧ]з[ъ]кралебебрꙑ:продан[ь]:и:грн҃ве: въбеб[ръ]хъ:асекрали:[к]:мѣ[х]ъѫмило ------мътатьвъ(…)(грв)[н҃оу].:,… … [: и ѧ]з[ъ] крале бебрꙑ : про дан[ь] :и: грн҃ве : въ беб[ръ]хъ : а се крали :[к]: мѣ[х]ъ ѫ мило‐ ---- --мъ тать въ(…)(грв)[н҃оу] .:,‛…и я украл бобров (про дань — 8 гривен в бобровых шкурах). А вот украли 20 шкур у Мило… … сам вор …’,,,novgorod_1121
1124,https://gramoty.ru/birchbark/document/show/novgorod/1124/,novgorod,Грамота №1124,Новгород,1380‒1400 (с вероятным смещением назад или вперёд),Долговой список,…(·)ѕ·семницькон… …анагородищи·г҃·бѣлк-… …(зѧ)темъродиваномъ… …[о]ваоукожевникаоу… …(по)лтиноюбратаево…,… (·)ѕ· семниць кон… …а на городищи ·г҃· бѣлк- … … (зѧ)темъ родиваномъ … …[о]ва оу кожевника оу … … (по)лтиною брата ево …,"‛У Х-а 6 семниц [денег за коня (?)]. У Y-а на Городище 3 белки. У Z-а с зятем Родиваном [столько-то]. У Якова [отчество (?)], кожевника, рубль с полтиной. У его брата [имя, столько-то]’.",,,novgorod_1124
1125,https://gramoty.ru/birchbark/document/show/novgorod/1125/,novgorod,Грамота №1125,Новгород,1380‒1400 (с вероятным смещением вперёд),От Ивана к Давыду (?),поклонъѿе[в]анак-… дуцтослитошни[м]-… [ть]---нинемо[л]… (…),поклонъ ѿ е[в]ана к- … ду цто с литошни[м]- … [ть]---ни не мо[л]… (…),,,,novgorod_1125
1126,https://gramoty.ru/birchbark/document/show/novgorod/1126/,novgorod,Грамота №1126,Новгород,1380‒1400,От Тимофея к господину (о сельских работах),ꙩспод(ину)… (ти) моѳи… … овиаин--------ниа… …(н) адобьитꙑ[ѿ]----ина… какъмниправитит… нивземлунепоидуаса(м)… анехошькакътобилу(бо)… ибипопецаловалесеб… цеподвинацабилки[к]… оборот: … …дашатришкопришли,ꙩспод(ину)… (ти)‐ моѳи… …‐ ови а ин--------ни а … … (н)‐ адобь и тꙑ [ѿ]----ина … ка къ мни правити т… ни в землу не поиду а са(м)… а не хошь какъ тоби лу(бо) … иби попецаловалесе б… це по дви наца билки [к]… оборот: … … да шатришко пришли,"‛Господину [имя и отчество] [ключник/староста] Тимофей [бьет челом]. [Нивы твои, господин], одни [готовы], а другие [не вспаханы]. И нужны [семена, господин]. И ты … [позаботься] прислать мне [твою пшеницу]. [А если крестьяне] в поля не пойдут, то сам [поезжай сюда, господин]. А не хочешь — как тебе угодно. И ты бы, [господин], позаботился [о своем] хлебе: … [продают ячмень] по 12 белок [коробью/кадь] …’. {Оборот:} ‛да пришли палаточку’.",,,novgorod_1126
1127,https://gramoty.ru/birchbark/document/show/novgorod/1127/,novgorod,Грамота №1127,Новгород,1380‒1400 (с вероятным смещением вперёд),Деловые распоряжения,при(казъ)… теп[о]… инуѡ… укуд… коле… юаш… рова… ржиоу… оборот …ъмѣ …амѣр …авге …ьип …,при(казъ)… те п[о]… ину ѡ… у куд… коле… ю а ш… рова… ржи оу… оборот …ъ мѣ …а мѣр …авге …ь ип …,,,,novgorod_1127
1128,https://gramoty.ru/birchbark/document/show/novgorod/1128/,novgorod,Грамота №1128,Новгород,1320‒1340 (с вероятным смещением вперёд),Документ о конфликте из-за запруды,… …землю·иѡв… …ньскѣи·бер… …оуднуюводу… …дити·апроу… …рить·поистин… …[аѥть·а]натор… …,… …землю · и ѡв… …ньскѣи · бер… …оудную воду… …дити · а проу… …рить · поистин… …[аѥть · а] на то р… …,"{реконструкция}: '[Х поставил мельницу (?), устроив запруду. Вода от запруды уже залила пахотную (?)] землю и [заливает] поле из-под овса (?) и … [А Х] запрудную воду [отказывается] спустить. И утверждает, что запруду [устроил по договору. Это он] воистину [лжет]. А тому свидетели:…'",,,novgorod_1128
1129,https://gramoty.ru/birchbark/document/show/novgorod/1129/,novgorod,Грамота №1129,Новгород,1340‒1360 (с вероятным смещением назад),От попа (о конфликте вокруг аренды),блгословльниѥ·ипокл(онъ)… далъ·пожню·мни… ви(дит)[и]·коунꙑ·носѧ(ть)… ……(по)[ж]нѧлежить·акоу(нꙑво)з… …ни·пришлими· … …мои··в҃·грв҃ни·иꙗзъ·возмоуоу--[р]---вꙑхъ·дитьи … …ни·илинепришльши··в·грв҃нѣ[пен]ѧ·оуцинитсѧ· … …(вѣ)даѥши.:.,блгословльниѥ · и покл(онъ) … далъ · пожню · мни … ви (дит)[и] · коунꙑ · носѧ(ть) … … … (по)[ж]нѧ лежить · а коу(нꙑ во)з… …ни · пришли ми · … … мои · ·в҃· грв҃ни · и ꙗзъ · возмоу оу --[р]---вꙑхъ · дитьи … …ни · или не пришльши · ·в· грв҃нѣ [пен]ѧ · оуцинитсѧ · … … (вѣ)даѥши .:.,,,,novgorod_1129
1130,https://gramoty.ru/birchbark/document/show/novgorod/1130/,novgorod,Грамота №1130,Новгород,1320‒1340 (с вероятным смещением вперёд),Записка при посылке осетрины,сепослаи[ва](н)… …руѡсетри ну·[к҃·][х](ре)[бтовъбезъ]·ѡдногосфилипо (мъсъ)… (исъ) …[тко] мъсоѡлисѣѥвꙑмъ,се посла и[ва](н)… …ру ѡсетри‐ ну ·[к҃·] [х](ре)[бтовъ безъ] · ѡдного с филипо‐ (мъ съ) … (и съ) …[тко]‐ мъ со ѡлисѣѥвꙑмъ,"‛Вот послал Иван (Олександ)ру осетрину — 19 балыков, с Филипом (таким-то) и с …тком Олисеевым’.",,,novgorod_1130
1131,https://gramoty.ru/birchbark/document/show/novgorod/1131/,novgorod,Грамота №1131,Новгород,1320‒1340 (с вероятным смещением вперёд),От Юрия Жидилова к Александру (Жидилову?): адресная формула и глоссолалический набор слогов,поклонъѿюриѧѿжидиловакоѡлеѯсандужидиколосакажи паганнананоланажаасовосаюжо [кака]сакакасасꙋсакун[н]анаканаака сахогасокосиа[к]оноасаанаасававо,поклонъ ѿ юриѧ ѿ жидилова ко ѡлеѯсанду жидиколосакажи паганнананоланажаасовосаюжо [кака]сакакасасꙋсакун[н]анаканаака сахогасокосиа[к]оноасаанаасававо,,,,novgorod_1131
1132,https://gramoty.ru/birchbark/document/show/novgorod/1132/,novgorod,Грамота №1132,Новгород,1360‒1380 (с вероятным смещением назад или вперёд),"Челобитная с просьбой сообщить, пойдет ли рать за Волок",… …[фили]повадворадацтобꙑесигосподи(не)… лилесьципоидетьратьзаволокъцтобꙑвѣѥсткабꙑланапс(анабл‐) устисельнамъратицинеблустисьазътобѣсвоемугодинуцело[м](ъбью),… … [фили]пова двора да цто бꙑ еси господи(не) … лилесь ци поидеть рать за волокъ цто бꙑ вѣ{ѥ}стка бꙑла напс(ана бл‐) устисе ль намъ рати ци не блустись азъ тобѣ своему годину цело[м](ъ бью),"‛… Филипова двора. И ты бы, господин, позаботился о том, чтобы было письменное известие, пойдет ли рать за Волок, — [чтобы мы знали], остерегаться нам рати или не остерегаться. А я тебе, своему господину, бью челом’.",,,novgorod_1132
1133,https://gramoty.ru/birchbark/document/show/novgorod/1133/,novgorod,Грамота №1133,Новгород,1340‒1360,От Степана (о пользовании землей),(ѿст)епанакъ… …[в]хот[в](ое)… …(к)уно(ӏс)ѣроӏ… …ушковꙑхъдѣтеӏоу]----[з]-[ѿ]реӏ- --(напаре)[н]инуꙩрешь,(ѿ ст)епана къ … … [в]хо т[в](ое) … …(к)уно(ӏ с)ѣроӏ … …ушковꙑхъ дѣтеӏ оу]----[з]-[ѿ]реӏ - -- (на паре)[н]ину ꙩрешь,‛От Степана к … … все твое… … серой куницей … … -ушковых детей … … пашешь пар’.,,,novgorod_1133
1134,https://gramoty.ru/birchbark/document/show/novgorod/1134/,novgorod,Грамота №1134,Новгород,1340‒1360,От Олексея к брату,…ꙩльксеѧкъбр(а)[т]… …,… ꙩльксеѧ къ бр(а)[т]… …,‛… от Олексея к брату …’.,,,novgorod_1134
1135,https://gramoty.ru/birchbark/document/show/novgorod/1135/,novgorod,Грамота №1135,Новгород,1140‒1160,Ярлычок на мешке с собранными платежами,+розметъ:~,+ розметъ :~,‘Раскладка податей’.,,,novgorod_1135
1136,https://gramoty.ru/birchbark/document/show/novgorod/1136/,novgorod,Грамота №1136,Новгород,1400‒1410,Фрагмент челобитной с упоминанием перелога,… маєтьамꙑг[н](е)перелогъ…,…‐ маєть а мꙑ г[н](е) перелогъ …,"{Авторы челобитной могли сообщать, что у них отнимают пашню, а пахать перелог они не смеют без разрешения господина}",,,novgorod_1136
1137,https://gramoty.ru/birchbark/document/show/novgorod/1137/,novgorod,Грамота №1137,Новгород,1400‒1410,Письмо о вывозе пойманного вора за пределы Новгородской земли,…… лигнь∙татѧ∙над-арин[овꙑ]…… скомъ∙ӏпьрьмчалигн҃ьзаробьжьдохоту[нѧӏн] ѣгн҃ь∙етиӏхъдататѧоу[н]ивꙑнѧлирькшьнапоруку аносилоюда[с]рокъоучиниливсуботу(с)татиӏмо ӏнѣгн҃ь∙прискочикомнѣ[ӏ]… юкрьсть[цн](ую)…,… …‐ ли гнь ∙ татѧ ∙ над -арин[овꙑ]… …‐ скомъ ∙ ӏ пьрьмчали гн҃ь за робьжь до хоту[нѧ ӏ н]‐ ѣ гн҃ь ∙ ети ӏхъ да татѧ оу [н]и вꙑнѧли рькшь на поруку ано силою да [с]рокъ оучинили в суботу (с)тати ӏмо ӏ нѣ гн҃ь ∙ прискочи ко мнѣ [ӏ] … ю крьсть[цн](ую) …,"‛…Задержали (?), господин, вора над …, и перевезли, господин, за границу до Хотуня, и нельзя, господин, их достать. А вора у них отобрали — как бы [взяли] на поруки, но силой. И срок назначили им явиться на суд в субботу. Так что, господин, прискачи ко мне…’",,,novgorod_1137
801/802,https://gramoty.ru/birchbark/document/show/novgorod/801/802/,novgorod,Грамота №801/802,Новгород,1180‒1200,Фрагмент письма,(покла)нѧнье(ѿ)…[е]къж……-искоу[п]……съ…-обѣсти…,(покла)нѧнье (ѿ) …[е] къ ж… …- искоу[п]… …съ …- обѣсти…,"‛От Марты грамота [к …]; … у тебя, выписав из {[такой-то книги] }…’",,,novgorod_801/802
853/898,https://gramoty.ru/birchbark/document/show/novgorod/853/898/,novgorod,Грамота №853/898,Новгород,1120‒1140 (с вероятным смещением вперёд),Записи Марты: начало письма от Марты,:+:ѿмаротьграм[от](а)…оутебе:ис[пь]савъ:и[с]………аит[а]…(…)городьшине,:+: ѿ мароть грам[от](а) … оу тебе : ис[пь]савъ : и[с] … … …аи т[а]… (…) городьшине,,,,novgorod_853/898
877/572,https://gramoty.ru/birchbark/document/show/novgorod/877/572/,novgorod,Грамота №877/572,Новгород,1120‒1140 (с вероятным смещением вперёд),"К Петроку (о том, что собрать долги с должников не удалось)",(ѿ)-----(къ)[пет]ръкоувелѣлъмиесиоурозвадицѧвъзѧ[тигр](ивьноу)---(-)(с)ѧзапирае--[ѧсъ]тобоюкоуплъдѣѧлътодикатилюдъеазанимискотъаѧкълюдъмъхо[д]илъалю[дъе]-----(невъд)[адѧ]аславънънеходиротѣни-----------[ес]ивел[ѣл](ъ)[въда](ти)… …(въ)[зъм]играмо(тоу)…(…),(ѿ) ----- (къ) [пет]ръкоу велѣлъ ми еси оу розвадицѧ възѧ[ти гр](ивьноу) ---(-) (с)ѧ запирае -- [ѧ съ] тобою коуплъ дѣѧлъ то дикати людъе а за ними скотъ а ѧ къ людъмъ хо[д]илъ а лю[дъе] ----- (не въд)[адѧ] а славънъ не ходи ротѣ ни ----------- [ес]и вел[ѣл](ъ) [въда]‐ (ти) … … (въ)[зъм]и грамо(тоу) … (…),"‛От … к Петроку. Ты мне велел взять у Розвадича гривну, [но] он запирается, [говоря]: «[Разве] я (или: [Не] я) совершал с тобой торговые операции! Это [делали] полудикие (= кочевые?) люди, за ними [и] деньги». А я к людям ходил, а люди [денег не] дают. А в Славне (?) не приносит роты ни[кто (?). А что касается того, что] ты велел дать …’ {После разрыва:} ‛… возьми грамоту (или: грамоты) …’",,,novgorod_877/572
999,https://gramoty.ru/birchbark/document/show/novgorod/999/,novgorod,Грамота №999,Новгород,1140‒1160 (с вероятным смещением назад),От Луки к отцу (указание высыпать посланное зерно на усадьбе Тудора и продать его в распутицу),ѿлоукѣкоотьцевивꙑсꙑпливьрьшьоутоудораа:в҃:гривьнѣвъдаиꙗкъшѣоутоудоровѣи[:в҃:г]р[ив]нѣ[възьми]аповелиотипродалѧшькевъроспоутьетоудоровелѧшькеновоъръжьскꙑхъижитаиръжи:и҃:ї:котьлъвеликꙑхъапшеницѣг҃їкотьлѣмѣрижеправолитиестьицѣлоуютѧанаимитоувъда[но]-҃----[то]-----------[оу:]в҃:ногатѣ,ѿ лоукѣ ко отьцеви вꙑсꙑпли вьрьшь оу тоу‐ дора а :в҃: гривьнѣ въдаи ꙗкъшѣ оу тоудоровѣи [:в҃: г]р[ив]нѣ [възьми] а повели оти прода лѧшьке въ роспоутье тоудорове лѧшьке новотъръжьскꙑхъ и жита и ръжи :и҃:ї: котьлъ великꙑхъ а пшеницѣ г҃ї котьлѣ мѣри же право ли ти есть и цѣлоую тѧ а наимитоу въда[но] -҃----[то]-----------[оу :]в҃: ногатѣ,"‛От Луки к отцу. Ссыпь зерно у Тудора (т. е. на его усадьбе), а две гривны отдай Якше — возьми две гривны у Тудоровой жены (или вдовы). Да прикажи, чтобы Ляшко продал в распутицу, Тудоров Ляшко. Новоторжских жита и ржи 18 больших котлов, а пшеницы 13 котлов. Измерь же, правильно ли [всё]. И приветствую тебя. А работнику дано … [столько-то и такому-то] 2 ногаты’.",,,novgorod_999
1029/980,https://gramoty.ru/birchbark/document/show/novgorod/1029/980/,novgorod,Грамота №1029/980,Новгород,1180‒1200 (с вероятным смещением назад),Документ хозяйственного учета,+уожирослава:ѕ҃::уомуожавозѧлькадь:уолазорѧкадь::уоиванкакдьуопопа::уоньсдькдь:(уо)---тковьекадь:уонастасие:-҃:кад[ч]ьуосьмьюньекдь:уокоскинье:в҃:кади::уоньжи:д҃:кди,+ уо жирослава :ѕ҃:: уо муожа возѧль кадь : уо лазорѧ кадь :: уо иванка кдь уо попа :: уо ньсдь кдь : (уо) ---тковье кадь : уо настасие :-҃: кад[ч]ь уо сьмьюнье кдь : уо коскинье :в҃: кади :: уо ньжи :д҃: кди,"‛У Жирослава 6 [и] у мужа [Жирославова] взял кадь. У Лазоря кадь. У попа Иванка кадь. У Несды кадь. У ---тковой жены кадь. У Настасьи 2 (или 3, или 4) кадцы. У Семьюновой жены кадь. У Коскиной жены 2 кади. У Нежи 4 кади’.",,,novgorod_1029/980
