text,century,city,year
ѿ игната ... ...тот... ...мите наемꙑ ...,XII_2,novgorod,1170
грамота · ѿ жирочька и ѿ тѣшька къ вьдъвиноу · млви шильцеви · цемоу пошибаеши свиньѣ цюжѣ · а пь и села нъдрька · а еси посоромилъ коньць въхъ людинь · со оного полоу грамата · про къни же та бꙑс оже еси тако сътворилъ ·,XII_1,novgorod,1130
Основная часть Ѿ милоушѣ къ марьнѣ коси вѣликее пъехати бъ еи за сновида Маренко пеи пизда и сѣкꙑле Дополнительная часть Рѣкла ти такъ милоушѧ въдаи :в҃: гривене вецѣрашенеи,XII_2,novgorod,1150
ото михалѧ ко ... вѣверицѧми въземо ѳ҃ гривьн...,XII_2,novgorod,1150
воибоудино лоукъньчо иже е уклъдеть да проклѧтъ боудеоуть а шьвъко ѱлъ,XII_1,novgorod,1110
... е҃ грив на ...‐ хъ на вълищевѣ грив ·г҃· грив и пол ·и҃· коун ·на дѫецинѣ грив и пол ·в҃· грив,XI_2,novgorod,1087
ѿ станигости къ олоучи то ти еси пороублъ оу мене кобꙑлоу а ѧзъ не виноватъ въ томъ а тобѣ съказъвалъ про стадо жирънѣжъко а продаи на ·г҃· гривънꙑ,XI_2,novgorod,1087
... ѧкоуна избътъкъ приими ...,XII_2,novgorod,1170
Жидѧ...,XII_2,novgorod,1170
чоломъ бьѥть ꙩлексеі + ѻ заболотьѧ · софонтею · тимофѣю · чо есте приказали мнѣ · свою землю · нонѣ · ӧсподо подовалъ ѥси пожни вашимъ здоровьѥмь · попъ молвить положи · грамоту по чому еси давалъ олесеі приказали ми старѣшии · и ѧзъ давалъ · а нонѣ попъ повѣстуть такъ давалъ ѥси пожни в наимꙑ ї хто іметь тꙑи пожни косить · и ѧзъ тꙑхъ поимаю да траву на воротъ взвѧжю да ихъ веду в городъ нонѣ ӧсподо какъ ѻ мнѣ сѧ печалутесѧ : а ѧзъ вамъ свои ѻсподе чоломъ бью · толко ӧспо имете мене жаловать · ѻѿтошлите ѻ̈сподо ко мнѣ грамотьку · до петрова дн҃и · занежь · ӧсподо сено косѧть ӧ петрове дни,XV_1,novgorod,1440
ꙩсподину · архи·ѥпискупу новъгоцкому · влд҃кѣ семену ст҃‐ ѣ҃ · бц҃и · оуѥздъ · сиротѣ твои ꙩшевьски погостъ ржевици · тебѣ ломъ · бьютъ вси · ѿ мала и до велика · ꙩсподарю · послали · ѥсме ꙩсподине · дьѧка · ꙩлекъсадра занежѣ и ѿѣць и дѣдъ · ѥго · пѣлъ · оу ст҃ѣ · бц҃и · в ошевѣ · и цто бꙑ ѥси ꙩсподине · к ст҃ѣ бц҃и · того · дьѧка поставилъ попомъ · а с нимъ · ѥсме послали труфана ѿ погоста · занежѣ цѣркв҃ъ · стоить бес пѣтьѧ · а другоѥ · ꙩсподине ст҃ꙑ влд҃ко престолъ · во цѣркв҃ѣ ѿ какъ ꙩсподине · ꙩ томъ оукажешь ꙩсвѣт҃иж престолъ гсдине,XV_1,novgorod,1415
ꙩгн҃у · ѥлизару · много челомъ бию послалъ · ѥмь · ꙩгн҃е · к тобѣ · с лариѡньцемъ :р҃· клещевъ · пошли · ѡсподине ...,XIV_2,novgorod,1370
...ѥси полъжилъ на ѣзи,XIV_2,novgorod,1350
...надо никомоу жь ѿ... положило есме :д҃: на милосвави :г҃: гривини ѿ мариѧка в остров... ложило есмъ ӓдиноу гривоноу · ѿ нашека · нии положи‐... ло есмъ ·҃: гривоно,XIII_2,novgorod,1250
·:·ѿ тиоуна ѡ те...,XIII_2,novgorod,1250
...доу · говори вдц҃ѣ · как...,XIV_2,novgorod,1350
...аболош...,XIV_2,novgorod,1350
подо твою милос,XIII_2,novgorod,1250
поклоно... ...ьс... ...ад... племьнем... ...ща ...ли... ...ьв... ...иѥхо...,XIV_1,novgorod,1330
тако и не бꙑвало на н... ...‐ хъ боровъ · оу плаци ... сѧ а нꙑнѣ ѥше не вѣд...,XIV_1,novgorod,1330
геонегоне,XIII_2,novgorod,1250
...а ·:· уо вьрина сьсричича на молодогь уо воигости ·з҃·· куона рьзно ·:· уо бабь -҃ кноон... уо насть ·з҃· кно · нь...,XII_2,novgorod,1190
...е геореги ...,XII_2,novgorod,1190
осмь на дьсѧть гривно бьз осми куоно ·:· алькшино... + а уо...,XII_2,novgorod,1190
...................................: глс҃о :в҃: егда........................ -лс҃о :г҃: да вьсьлѧтьсѧ н҃б : глс҃о :д҃:....................... : глс҃о :е҃: со бьзначѧль о : глс҃о :ѕ҃:· англскꙑѧ силꙑ :· : глс҃о :з҃: раздрруоши : глс҃о : глс҃о :и҃: со вꙑшнхо сни,XII_2,novgorod,1190
уо дорожиньжичь пло трьтиѧ дьсѧ лкто а п ·з҃· в рьзнь·ого·-҃... Оборот уо ждана розм...,XII_2,novgorod,1190
`+ ѿ ѧкма ко млославь посоли на ож...,XII_2,novgorod,1190
... дале ти ·е· емоу...,XII_2,novgorod,1190
`+ а сь на клобуокь кна,XII_2,novgorod,1190
а хльбь мои¦ а мьдуо...‐ дино пло :ѕ҃:· а вохмо пло :е҃: пта пуодуо и брковьскь моего :ӏ҃: ... плобьрковьска,XII_2,novgorod,1190
...нь пакꙑ ли не исправиши ... После разрыва възѧле оу ...,XII_2,novgorod,1190
...а ко ларю крени,XII_2,novgorod,1190
...ь двь кнь на сьнь двь знь а на волгь двь знь,XII_2,novgorod,1190
... на завиде а тꙑ въземи три гривене на петрово говѣнье ...,XII_2,novgorod,1190
...алоотаи-... -еред... ... поло коуне : засолале еси ... ... же... ...-о а продал... ... бересто водаи ѧкимоу саме ...,XII_2,novgorod,1190
'+ ѿ ѧкима ко ньжиль и ко милославь то ти есмо гавриль пло трьтие гривнь а милославь,XII_2,novgorod,1190
...цитъ тиша ост... ...оудизьномъ- ... ... :м: гривьнъ :а: -а...,XII_2,novgorod,1170
...рьь:в:...,XII_2,novgorod,1170
'+ а ѧ уо попа на гроди... + а на :е҃: лкто на чрми грвна : а на хартиѧхо г...,XII_2,novgorod,1190
...тою а ратеше :н҃ и ...,XII_2,novgorod,1170
... рьзань : а :г҃: рьзно нь имуо :· на ...,XII_2,novgorod,1190
`+ а сь на мсль :ѕ҃: кно,XII_2,novgorod,1190
а на вчинкь кна,XII_2,novgorod,1190
ѿ нѣгожира къ тѣшеноу : моѧ жеребецѧ не виновата никомоу же а продале есемъ лоукѣ Оборот давъземи : ѫ тѣшена гривеноу жизномироу : тѣшеноу ѫ ра‐ :в: коунѣ,XII_2,novgorod,1150
... -куонахо :д:: бьрковьскь а по одинои на дьсѧть кнь,XII_2,novgorod,1190
ѿ къѧса ї ѿ жироцька къ твьрдѧте ї къ їваноу стова ти есве,XII_2,novgorod,1150
...а семоке алѧ последе не жѧлоуӏта оже ва продаженике поӏде,XII_2,novgorod,1150
... на чьлѧди вьвьричь не платиле :е: на дьсѧте гривьно ѧ нꙑньково ѧли по коунь на ньдьлоу а нꙑнꙑ ...,XII_2,novgorod,1150
... оспожино дене лоубо ...омотие...,XII_2,novgorod,1150
"'+ ѿ лоукꙑ къ ѿтьцеви : то ти : не въдало наїмить ӏже то мѧ везе:ль : на кожахъ вевѣрице : а продалъ ти есемо емоу на ѕ҃сти ногатъ сковородъ : то ти пълънѣ в҃е : а ӏдеть ти во лодие съ товаромо воземи же ѫ него в҃е гривене : али ти сѧ ӏзмотаеть : а моловиво емоу поусти же ї во три Оборот а с поворотом на 180° + ѿ лоу т. е. автор сперва собирался начать письмо с этой стороны, но передумал б в левой части а то гоїмере а ӏже то чьренигове со женою не поменю їмѧ в в правой части а се ти ї҃ ре ьзано со берестомо",XII_2,novgorod,1150
× ѿ лоукѣ: покланѧние ко отьцьви : то ти вино съ лоуко вьзла : в҃: а стьклѧниць ти л҃те :: а сама ти сѣдивь на лоукахо ... Оборот косогорѫ просѧ по пѧти на десѧте кѫнъ а изѫмѣла сѧ есвѣ : ѿ бьрьковьска : а волоцано -҃ ...,XII_2,novgorod,1150
× ѿ лоукь грамота ко ѿтечьви то ти товозо во осмь на десѧть коуно ӏ в҃ гривенѣ ӏ со провозомо Оборот а семоу водаӏ осмь ногато,XII_2,novgorod,1150
ѿ сновида грамота къ соулѧтѣ ѿшелѣ ти есме -... седьла стрѣлъ скорене оуздѣ оти пътаеть коул...,XII_2,novgorod,1150
отъ сл...,XII_2,novgorod,1150
ѿ лѫкꙑ и отъ иванна къ сновидѫ сторова ти есвѣ ѫже ти сѧ есвѣ подъпродала а товара ти есвѣ грьчьскаго не кѫпила а товарьча напꙑтаи заморьскаго,XII_2,novgorod,1150
...а даи ... тобѣ ...идеши,XII_2,novgorod,1150
... на иголахо поло пѧте резанѣ на ножѧхо пол... ... дьвѧтѣ коунѣ : на ожерьлиѧхо поло шесть к...,XII_2,novgorod,1150
ѿ ... покланѧние : к отьцеви сторово ти есмь : а товар... ...ъ : а самъ ти ногатѣ коплѫ : вꙑмьток... Для остатков следующей строки можно предложить ненадежную реконструкцию: ...: а къи ни е ... Оборот ... ко сновидови а самь ти грьцьника жидоу,XII_2,novgorod,1150
борисова ои҃ коуно а ѳь...,XII_2,novgorod,1150
...имь ти отъ зоу осмию на де... ... коунахъ а идеши къ соли а та... ...-тъгꙑдъ...,XII_2,novgorod,1150
... ѧкъша сольмирцоу · а коуплено ти по цетꙑри коун-,XII_2,novgorod,1150
...‐ стити радослава проче настави деские въправи куне на немо,XIII_2,novgorod,1250
дворъ продаи... на паробке в... покланѧни ѿ...‐ лите детѧ п-...,XIII_2,novgorod,1250
...чьтꙑри на дьсѧ...,XIII_2,novgorod,1250
мипож... Второй фрагмент: ...еѧт...,XIII_1,novgorod,1210
ѿ олькшѣ :· къ жѧдѣнꙋ : верешь: въдае : оу хотъсла:ва ми бꙑло гривн възѧти : а творѧть и пеставивъше а вꙑправита : коровꙋ : повѣдаю оу него :,XII_2,novgorod,1170
`+ а заплачьно на бьль пло пѧта дьсѧть и двь ногать моѧ ·:· а борись заплатиль сороко гривно и :д҃: гривнь и пло шьсть куонь ·:· а бьль вохои :г҃: тꙑсѧчь и пло трьтиѧ сорочка бь...,XII_2,novgorod,1190
'+ хс҃ъ : въскрьсъмьртию на съмьрть настоупи сихаилъ англ҃ъ : сихаилъ англъ сихаилъ анл҃ъ : проганѧеть тѧ г҃ь злаѧ болѣзни трѧсавице,XII_2,novgorod,1170
`+ уо стоють осталѣно сьмьно поло одинои на дьсѧть дьжь овьса ·:· а бобуо :з҃: мьро ·:· ·:· а горохуо пло пть мьрь ·:· а жита :ф҃: мьро ·:· а лнѧнаго сьмьни :з҃: мьрь ·:· а уо наслава уо поповича два бьрковьска соли а по дьсѧти кно ажь боль возмь а бьма али мьнь возмь а бьма ·:· уо ньжать уо хуодочьвича ·д҃: дьжь овьса на водмоль ·:· и рожи нь тьпьно пло стога стога :е҃: дьжь овса уо наслва бьз Вуо мьруо,XII_2,novgorod,1190
'+ а жита восьѧно ѿ ставинь жито ... а трьтиѧѧ ѿ олькшь привьзьна : а :д҃:ѧ ѿ зуоѧ привьна ... а вьса :д҃: дьжи ѿ ньжѧть привьзно : а ѿ ... дьж...,XII_2,novgorod,1190
...чи а тина своѧка а мати ти знаеть и ѧкиме сь а къде ти пакъ покажеть ...,XII_2,novgorod,1190
ѿ нежиле къ сьмъке · се ес деѧоу · а ѧзъ поѧле девъкоу твою · оли девъка · хрома · а вези ко моеи ... Оборот отъ нежиле къ сьмъке,XII_2,novgorod,1170
... а жита ·ӏ҃· дьж... уо стоють пло джь ...,XII_2,novgorod,1190
вао·-҃·аз... кнь : ·,XII_2,novgorod,1190
... дьжь и пло трь... дьжь а то во тр...,XII_2,novgorod,1190
отъ нѣжька къ боудъкоу : цемоу дьрьжиши коунѣ а ѧ на тобѣ емлю коунѣ оу хотоурѣ еси казалъ атъ не въделе : съ гюръкъмъ еси присълале а те не въдале ·ӏ҃·: грв҃нъ : лежить въ треть паробъкъ еси одьрьнь въдале а нꙑнѣ сѧ вꙑпирае на пѧти грв҃нъ а промꙑшлеи то ли твоѧ бологодѣть мнѣ цьто ми соули Оборот ...ѧбмъ ...емоухотоупор... ...намоуисемоусвомоу ...сꙑнвзальг...,XII_2,novgorod,1170
`+ а сь на вомоль на ·к· лко бь сти ...,XII_2,novgorod,1190
а уо ло бьрковьскь уо стараго луобо :е҃: кно возми а лѧх ти знае,XII_2,novgorod,1190
... пѧть на двуо пуодуо п:е҃: куоно и грна и ·в· вькшь ць,XII_2,novgorod,1190
`+а сь либскье,XII_2,novgorod,1190
...ѧки... ...ил... ...им... ...си...,XII_2,novgorod,1190
а ѧкуонѧ жита пѧть дьсѧ мьро и :в҃: мьркь,XII_2,novgorod,1190
...ь :г: лкти прь...,XII_2,novgorod,1190
...ѧно вдаль :ѳ҃: кно и двь :· а во моло...‐ дищь :в҃: вдали,XII_2,novgorod,1190
`+ а сь на :ѕ҃: пуодово :г҃: рьзнь и сроко,XII_2,novgorod,1190
'+ а сь на мхь рьзна,XII_2,novgorod,1190
а сь по :в҃: куонь,XII_2,novgorod,1190
...и во :г҃: грив... ...опр...,XII_2,novgorod,1170
...ъта и покланѧние рож ти и...,XII_2,novgorod,1170
'+ ѿ лоукѣ : и ѿ микоулѣ : къ сновидоу не коупила ти есевь ницего же : заволъцескаѧ бела :и҃: гривенъ : а възди на весть : какоу любо во бъръзѣ : ѫже бꙑховь дома : нъ роспоутие : и челоую вꙑ : домъкѣ ·д·ї·коуне вꙑправить вевьриц : и семи гривенъ савь гюровицю присоунить до мене : творитьсѧ вонемъши Оборот ѿ л,XII_2,novgorod,1150
'+ отъ оуеца къ ............................................... .................съ...........................зауфо............. о.....................ливе..............езмѣнъ ати наюв.............туив...............они бра своего понеже-............жив........................рати оу мене буде...........тибꙑ.............на Малые фрагменты их место в составе грамоты установить не удается: а ...мъи ... ...али ... б ... моем... в ...оми ... г ...ои... д ...ж...,XII_2,novgorod,1150
`+ ѿ дъмъка : къ сновидови попътаи оуѥча ѥ ли тоу мои дълъженикъ : али ти ѥстѣ тоу а възѣми на нѣмѣ дъвѣ гривенѣ : али ти ѥго нѣ тоу : а тако зе ми възъдаи,XII_1,novgorod,1110
...авъка грамо... ...и братиѧ ми с-...,XII_1,novgorod,1110
...нъ ти отъдамь а жи... ...боуди а словѧто крьни ми ...брѣ :в҃: коуне а,XII_1,novgorod,1110
о словѧтѣ грамота къ гюрьцеви вꙑведъ отрокъ на микоулоу и на лѣшѧнъ възьми полъ питѣ грв҃нѣ славомире сьде не въда а есте прави а вꙑведете отрокъ на славомиръ,XII_1,novgorod,1110
... повознико цетверете бор‐ ... ...ю и семь мордоко поло рꙋблѧ ...,XIV_1,novgorod,1330
·и¦о¦к¦л¦,XIV_1,novgorod,1330
ѿ оноса поклоно · ко данилѣ сꙑнꙋ моемꙋ приши ми сорю полотенеце поротоки · поводо сестрѣ мое · п пришли полотена · а бꙋдꙋ живо заполацюсѧ,XIV_1,novgorod,1330
поклонъ ѿ митъ к луке ӏ ко ѳралю у лодиӏ ·в· беремене кожь ӏ коробиюѧ ӏ кругъ воску ӏ курово беремѧ кожь малое куре даӏ грѣвну ӏ ·г· кунъ о ему полуторъ грѣвни ... Оборот у кого грамота у того полуторъ грѣвни,XIII_2,novgorod,1270
...уна розважи · уличи · вдаи · кожю ѡстафьи · деꙗкону · а ꙗзъ с тобою ⁘ саме сѧ ведаю · кожѧ ми надобе,XIII_2,novgorod,1270
данилово лоукъшько или: лоукъньце а петрило шиле л,XI_2,novgorod,1087
на въдъмолѣ :г҃: десѧте гривьнъ и гивьна и :ӏ҃: коунъ полъ осма съта : на съкроудоу полъ шестѣ гривьнѣ,XII_2,novgorod,1170
ѿ содила ко радокоу мꙑсла... коуноу :в҃: гривене ... :в҃: гривене а оу ...,XII_2,novgorod,1170
ѿ перьнѣга къ гълочаноу въземи почьстѣе ѧкъ тъ еси мъловиль съ мно въсади же и семълика кълико въземоу въдамъ ѧзъ,XII_2,novgorod,1170
... ти есмъ роте ... грамоту посълалъ а тꙑ мъне не присълеши кунъ семи гривънъ и зї резанъ поимавъ у мене мсчъное въдажъ госпожи ·,XII_2,novgorod,1170
... а попърътишь да боудь ни тобе ни мъне и целю та ·:,XII_2,novgorod,1170
...ть и до дрож... а нꙑнѣ на недѣлю хочемъ поити · н...,XII_1,novgorod,1130
...дѧть : оу пьтра поло пѧта дьсѧть : оу станѧтѣ п... ...са дьвѧть оу волохва шьсть дсѧтъ оу сонови... ...а шьсть дьсѧто сигово : оу сологови дова дьсѧт... ...-рад дьсѧть оу даньш...,XII_2,novgorod,1190
...а... ... гривна :оу :о·лексе :д҃: коне :и: гривна :оу: -... коуно ·и· гривна :оу: ѳларѧ :е҃: коуно ... коуно ·и· гривна :оу: теренетеѧ : :-: гривне :оу степана :ӏ: коун ... а :з: ... ... по ила ⁞ михале :о:ретемеѧ : еване василе :о:сипе : вареге :онисиме лагине нестере,XIII_2,novgorod,1270
...у посади мѧ гне на лучѧниновѣ · мѣстѣ ...,XIV_2,novgorod,1390
внуцатꙑ а мнѣ ть и моимъ дѣтьмъ · ·в҃· соху ... та псать · и правда взѧть а будете ... т...,XIV_2,novgorod,1350
ѧщенѧ,XIV_2,novgorod,1350
'-аско... за д гривꙑ ӧсмь десѧтъ кадьць жита за трицѧть пѧтьнацѧть кадьць ӧвса за три грвꙑ полъ третиѥ гривънꙑ оу тимошки цьтꙑрь катци ржи за дви гривнꙑ оу дитьи на берези кожю за полъ гривнꙑ полотна десѧть локотъ холоста веретищь за полъ гривнꙑ пѧть ӧвцино мѧтꙑхъ,XIV_2,novgorod,1350
...-и коробь жита ...,XIV_1,novgorod,1310
ю - -не- -... поудоу · а тоби · м... бье · целомо · ѳом... ороудие · с то... ю,XIV_1,novgorod,1310
д: ржа,XIV_1,novgorod,1310
степанова полутори илие поло гривнꙑ тимощи поло гривнꙑ полутори лисею василю сьмницѧ ꙋшку семницѧ вхого д҃: золотнко и дви серебра,XIII_1,novgorod,1210
ѿ гаврили ко канадратоу поиди симо,XIII_2,novgorod,1270
...-ъ сꙑнъ ви... како и ты а нонь ѡсп... ... ...мѣ подаите ...,XIV_2,novgorod,1390
левая колонка: а оу фомки взми полтиноу ӏ · коуни правая колонка: приказъ ѿ юрьѧ ... к онани·ӏ т за т ... идоую · ӏ · промꙑсли ... сака к с ... ъ полтин ... дахта ... прода ...,XIV_2,novgorod,1390
поклонъ ѡсподину ѧкову и ивану ѿ сирътъ что ѥси ꙩсподине пожаловалъ лони рубльмо насъ тъто рубль не дошелъдо насъ въспроси ѡсподине ...,XIV_2,novgorod,1350
во имѧ ꙩца · и сн҃а · и сгто дха · се азъ рабъ б҃и · афанасъ пишю рукописаниѥ · при своѥмь животѣ · приказꙑваю животъ свои · сн҃у · своѥму · ꙩндрѣю · взѧти ми · оу ꙩафоноса оу дьꙗка оу кузмодемьꙗньско · полъ шести коробьи ржи · оу конища полъ четверти кобьи ржи да ет· ꙩвсѧ · оув онисимка оу шадрина ·ѕ҃· коробе ржи · оу степанка оу комарова коробьꙗ ржи · оу логꙑновꙑхъ дѣт· оу кудринихъ коробьꙗ · ржи · оу коста полъ гривни да ногата : оу зѧтѧ оу ѥрмолѣ полтѣнакоробьꙗ оу дыда шюба баран · оу грѣшкѣ оу комара ·з҃· коробеи ржи ... После разрыва: ... полтѣну а друга за мною,XIV_2,novgorod,1390
во имѧ ѡц҃а ӏ съ҃на ӏ св҃ѧтого дх҃а ...ѳн,XIV_2,novgorod,1390
поклонъ · ѿ смена и ѿ ѥго дѣтеи · и ѿ моисиѧ · к михию · и к федору · и к несифу · и к нюрню · пошлите · позовникъ · по вицка · и по иванца по дроздова · и по ꙩнцифорова · ивана,XIV_2,novgorod,1390
...онъкамъ ...куцньжоно,XIV_2,novgorod,1370
... соцкли ӏ ... ... у ѡлькси ·з҃ӏ· бьлъ у вилива ...ото в лембъви бьла у дмитра ... ув ънъдрьѧ,XIV_1,novgorod,1330
уов ортимие уо посака три берековесеке,XIV_1,novgorod,1330
`+ ѿ радила къ радонѣгоу дѣлаи цепи дъвои обои ладьнѣ не моутѧ мѣди розвѣсѧ намъ ти пожигати добрѣ нꙑнѣ къ свѧтъкоу двьръдо,XII_2,novgorod,1190
... марка ·з҃· бьлъ ...лици ·д҃· бьли ...ла · у павшици ...или бьла у ра-...,XIV_1,novgorod,1330
покоушаю другой фрагмент той же бересты: на ꙗ ꙗко,XIV_2,novgorod,1350
... пшенкѣ сѣмо : кадь · а толока · гошити ... ... свѧтокъ,XIV_2,novgorod,1350
'+ ѿлькъшь къ дьмьѧнъкоу какъ ты за мъною творишь коуноу ... за въноухъцью ти :ѳ: коунъ показаль ти данило ем... възьми жь на нь въ трьть а ѧзъ ти съ зна... внь дъвь гривнѣ а въноухъцѧ бьжѧл... ѧвлѧѧсѧ,XII_2,novgorod,1150
... съ братомо коснотини : съдила не сережере матие геще вълъдеславе лареене ме:ке сереге грига ѳедоре со братею борисе съ братомо сепоне оленьце ѳедере сънъмн съмене съ братъмъ,XIII_1,novgorod,1210
много сгрѣшихъ... стуфхѿѻцчшъѣ... -мона у насъ ӏмутъ ... ру... ...ѻму...,XIV_2,novgorod,1370
...у? присли ... ти есмь попоу от...,XII_2,novgorod,1190
¦ ѧнока ¦ мацеха ¦ ѧкиме + ѳома ¦ стш жена ¦ мха ¦ мати микула ¦,XII_2,novgorod,1190
цто ходилъ пѣшь чл҃в... и соболинъ · ѡда... кнѧжъ костн...,XIV_1,novgorod,1330
` любо · полтину ... ... кланѧець своему ѻсподину ...,XIV_2,novgorod,1390
челобѣтьѥ ѿ волоса ги҃ну к ъфоносу и къ михалѣ · первоѥ · оубѣле сꙑна моѥго · а нꙑноцо вам ѥне · васѣлъке · и ѥска · а нꙑнь · ги҃‐ не · ꙩт томъ пецалтесь · а ѥще на мене похупаѥтсѧ,XIV_2,novgorod,1390
...-ома а не ѻ̈купаѥ ... худо буде а на то у ... дѣтеи и своихъ хоромо ...не у тебе ѻ̈...,XIV_2,novgorod,1390
поклонъ ѿ климентѣꙗ ӏ ѿ марьӏ къ пѧтку къ опарину а... оборот ... ӏване ...,XIV_2,novgorod,1390
ѿ миханла поклоно к офоносу и к теретнию ѡсподине постоить в орюдии томъ за родника моѥго теретиѧ и за братана ѥго а цто буть имъ надоби а то им ꙑ дать,XIV_2,novgorod,1370
поклонъ ѿ тереньтеѧ к онътону и к моӏсию оужь к вамъ шлю третьюю грамоту а вꙑ ко мни не пришлете накладьного серебра ни рꙑбъ нꙑни не пришлете к недили накладъного серебра ни рꙑбъ ӏ слать ми по васъ биОборот: рици а на ме сѧ не жальте,XIV_2,novgorod,1370
поклоно ѿ смена к офоносу и ѿ мортки к осподину · моѥму цто половники · посажени · твоскии а нꙑни · постои за нихъ,XIV_2,novgorod,1370
кодратъ павле протасеӏ,XIV_2,novgorod,1370
иванко кузминъ далъ рбль у ѡртемьѧ взѧтъ рбль · шюстъ с федкомъ далъ рбль · сава съ притꙑкою далъ рбль июда далъ рубль самсонъ далъ · рбль микула далъ полътину · федърко бъшаровъ плтину далъ · ꙩсипъ мшилъво плтину далъ кукла далъ рубль · минка кулотинъ зарубою рубль далъ деньсеи · ѻлисѣи рубль дали Оборот: абвгде жѕзиӏк,XIV_2,novgorod,1350
поклоно ѿ лукерии ки макти коливка ѡстави ѧ рубили свои возми а потину пришли кланисѧ про потиноу сварити а це ремиѧ приди сама симо слю ти бижа любо сесру пришли хои,XIV_2,novgorod,1350
...мъ мистакоу добриноу ... ...дьникоу задѣ,XII_2,novgorod,1170
о + ѿ ...,XII_2,novgorod,1170
се ѿ соуботъкѣ къ гюрѣ се еси продале дѣтѧ мое а нꙑнѣ веди сѣмо налѣзъ не налѣзеши ли ни приведеши къ мънѣ а ѧзъ хоцоу къ кнѧзоу на тѧ,XII_2,novgorod,1170
...и пѧти гривьно попѫ ка... ...шь а промъсли а ѧзъ ти шьль смольньскѫ : а ѫ ло‐ ... кожѫхѣ на городищи а ѫ лѫкѣ ѫ бирицьвичѧ възьми ...,XII_2,novgorod,1170
... ѥго гдѣ буд... не покощено : ѻдин-...,XIV_2,novgorod,1370
... гривно а самомуо творѧхуо во ньдьлуо ... ... возидь во ньдьлуо ти + ко ньмуо едуо а уо бориса ти :ѕ҃:сти тои гривьно нь лапь возѧти а из... ...ти о ньмо а восолита оборот: ... приславо ти из города стоѧничь фома ... бьрьгуо а харѧ на молодогь сокриль поло чьтвьрть на дьсѧть куонь,XII_2,novgorod,1170
... дежѧ у радошка пѧть деже рожи · жита дежѧ ꙩвса дежѧ пшеници зобница · у пѧнтелеѧ · пѧть деже рожи · ꙩвса полотретиӏ дежи жита ·в· дежи · ӏ зобница семени зобница· пшеници · зобница у ꙩфоноса рожи дежѧ ꙩвса · лонеского три дежи · у жихна · поло шестꙑ дежи рожи · ꙩвса пѧ·ть· гороху три зобници · пшеници · поло дежи Оборот: у ꙩхна · полоутори · дижи · рожи · у зубка пѧте деже ꙩвса · жита пѧ зобниче,XIV_2,novgorod,1350
отъ рощенѣ къ ѧкимоу: крьнь кожоухъ гривьною : и цетꙑри ожьрелиѧ паволоцита въда иваноу нѣгодорожицоу а : коунѣ ти въ лодие боудѫть,XII_2,novgorod,1170
пли,XII_2,novgorod,1170
... все... сѧ кто пьри а съцьтъ о... въ треть до мене : оу домаславѧ : ...,XII_2,novgorod,1150
ѿ иванка и ѿ мирославѣ къ иванкоу и къ ѣ покланѧние створита добро : моѧ падцерица : на радѧтинѣ оулице а мълвита : посли вороже : цужу хълъстиноу : мнѣ нꙑнѣ : платити :и:҃ӏ: коунъ : а тъщѣ : роукѣ : а оно ти еси вꙑлгала оу иванка гривноу : а на то : любо си золотникъ : присли полѣпѣ : цемоу тобѣ тако дѣѧти не ослоушаи же сѧ : посли въ бързѣ,XII_2,novgorod,1190
... ... ·з· на ·ӏ·сть лоукънъ жицемъ на соукънѣхъ а жеребъка не продаите,XII_1,novgorod,1130
сьдославе присълале,XII_1,novgorod,1130
... ...къновидоу продаже то ти въ ... ... не даи же скота никомоуже ... ...же то ти въ въръвонѣ...,XII_1,novgorod,1130
дементѣ·‐ и ꙗково илеꙗ · захареꙗ туфтѣи балинꙑ,XIII_2,novgorod,1290
... на ...‐ ть взѧлѣ с лазоремъ другъ полъ семѣ бѣлѣ оу боткова сꙑна :з: бѣлъ оув олекси полъ семѣ бѣлѣ оув обакши :ѕ: бѣлъ оу дороѳѣѧ гривна оу нездилѣ на дву :г:ӏ: ... малый фрагмент ...гомъ шесть бѣлъ ...,XIII_2,novgorod,1290
ѧ ц м ч ѳ,XII_1,novgorod,1130
... на къ или не съли отрока шъле ... ... лони товаръца възложити на мѧ ... ...,XII_1,novgorod,1130
... ... : и ѧзъ крале бебрꙑ : про дань :и: грн҃ве : въ бебръхъ : а се крали :к: мѣхъ ѫ миломъ тать въ...грвн҃оу .:,XII_1,novgorod,1130
... ·ѕ· семниць кон... ...а на городищи ·г҃· бѣлк- ... ... зѧтемъ родиваномъ ... ...ова оу кожевника оу ... ... полтиною брата ево ...,XIV_2,novgorod,1390
поклонъ ѿ евана к- ... ду цто с литошним- ... тьни не мол... ...,XIV_2,novgorod,1390
ꙩсподину... тимоѳи... ...‐ ови а инни а ... ... надобь и тꙑ ѿина ... ка къ мни правити т... ни в землу не поиду а сам... а не хошь какъ тоби лубо ... иби попецаловалесе б... це по дви наца билки к... оборот: ... ... да шатришко пришли,XIV_2,novgorod,1390
приказъ... те по... ину ѡ... у куд... коле... ю а ш... рова... ржи оу... оборот ...ъ мѣ ...а мѣр ...авге ...ь ип ...,XIV_2,novgorod,1390
... ...землю · и ѡв... ...ньскѣи · бер... ...оудную воду... ...дити · а проу... ...рить · поистин... ...аѥть · а на то р... ...,XIV_1,novgorod,1330
